,locus_tag,protein_id,name
976,I6J27_04995,QRP19751,hypothetical protein
977,I6J27_05000,QRP19752,serine/threonine protein kinase
978,I6J27_05005,QRP19753,ATP-dependent Clp protease ATP-binding subunit
979,I6J27_05010,QRP20125,alpha/beta fold hydrolase
980,I6J27_05015,QRP19754,DUF4236 domain-containing protein
981,I6J27_05020,QRP20126,threonine/serine exporter family protein
982,I6J27_05025,QRP19755,A/G-specific adenine glycosylase
983,I6J27_05030,QRP19756,carbonic anhydrase
984,I6J27_05035,QRP19757,hypothetical protein
985,I6J27_05040,QRP19758,DNA repair protein RadA
986,I6J27_05045,QRP19759,hypothetical protein
987,I6J27_05050,QRP19760,CarD family transcriptional regulator
988,I6J27_05055,QRP19761,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
989,I6J27_05060,QRP19762,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
990,I6J27_05065,QRP19763,RNA methyltransferase
991,I6J27_05070,992,IS3 family transposase
992,I6J27_05075,QRP19764,hypothetical protein
993,I6J27_05080,QRP19765,heme ABC exporter ATP-binding protein CcmA
994,I6J27_05085,QRP19766,response regulator transcription factor
995,I6J27_05090,QRP19767,hypothetical protein
996,I6J27_05095,QRP20127,metal ABC transporter permease
997,I6J27_05100,QRP19768,metal ABC transporter ATP-binding protein
998,I6J27_05105,QRP19769,zinc ABC transporter substrate-binding protein
999,I6J27_05110,QRP19770,LacI family DNA-binding transcriptional regulator
1000,I6J27_05115,QRP19771,trehalose-phosphatase
1001,I6J27_05120,QRP20128,hypothetical protein
1002,I6J27_05125,QRP19772,trehalose-6-phosphate synthase
1003,I6J27_05130,QRP19773,hypothetical protein
1004,I6J27_05135,QRP19774,threonine/serine exporter family protein
1005,I6J27_05145,QRP19775,TetR/AcrR family transcriptional regulator
1006,I6J27_05150,QRP19776,MFS transporter
1007,I6J27_05155,QRP19777,pyruvate dehydrogenase
1008,I6J27_05160,QRP19778,MFS transporter
1009,I6J27_05165,QRP19779,response regulator transcription factor
1010,I6J27_05170,QRP20129,HAMP domain-containing histidine kinase
1011,I6J27_05175,QRP19780,HIT family protein
1012,I6J27_05180,QRP19781,phosphoribosylamine--glycine ligase
1013,I6J27_05185,QRP19782,adenylosuccinate lyase
1014,I6J27_05190,QRP19783,phosphoribosylaminoimidazolesuccinocarboxamide synthase
1015,I6J27_05195,QRP19784,S9 family peptidase
1016,I6J27_05200,QRP19785,DUF2334 domain-containing protein
1017,I6J27_05205,QRP19786,ExeM/NucH family extracellular endonuclease
1018,I6J27_05210,QRP20130,phosphoribosylformylglycinamidine synthase
1019,I6J27_05215,QRP19787,hemolysin III family protein
1020,I6J27_05220,QRP19788,acyl-CoA dehydrogenase family protein
1021,I6J27_05225,QRP19789,acetyl-CoA C-acetyltransferase
1022,I6J27_05230,QRP19790,3-oxoacyl-ACP reductase
1023,I6J27_05235,QRP19791,hypothetical protein
1024,I6J27_05240,QRP19792,acyl-CoA thioesterase
1025,I6J27_05245,QRP19793,hypothetical protein
1026,I6J27_05250,QRP19794,amidophosphoribosyltransferase
1027,I6J27_05255,QRP19795,phosphoribosylformylglycinamidine cyclo-ligase
1028,I6J27_05260,QRP19796,DUF3073 domain-containing protein
1029,I6J27_05265,QRP19797,folate-binding protein YgfZ
1030,I6J27_05270,QRP19798,aminodeoxychorismate lyase
1031,I6J27_05275,QRP19799,FABP family protein
1032,I6J27_05280,QRP19800,diacylglycerol kinase family lipid kinase
1033,I6J27_05285,QRP19801,DUF2993 domain-containing protein
1034,I6J27_05290,QRP19802,mycothiol synthase
1035,I6J27_05295,QRP19803,phosphate ABC transporter substrate-binding protein PstS
1036,I6J27_05300,QRP19804,phosphate ABC transporter permease subunit PstC
1037,I6J27_05305,QRP19805,phosphate ABC transporter permease PstA
1038,I6J27_05310,QRP19806,phosphate ABC transporter ATP-binding protein
1039,I6J27_05315,QRP19807,phosphate signaling complex protein PhoU
1040,I6J27_05320,QRP19808,tRNA dihydrouridine synthase DusB
1041,I6J27_05325,QRP19809,acetyl-CoA hydrolase/transferase family protein
1042,I6J27_05330,QRP19810,thiol reductant ABC exporter subunit CydC
1043,I6J27_05335,QRP19811,ATP-binding cassette domain-containing protein
1044,I6J27_05340,QRP19812,cytochrome d ubiquinol oxidase subunit II
1045,I6J27_05345,QRP19813,cytochrome ubiquinol oxidase subunit I
1046,I6J27_05355,1047,lipocalin family protein
1047,I6J27_05360,QRP19814,metal-sensitive transcriptional regulator
1048,I6J27_05375,QRP19815,hypothetical protein
1049,I6J27_05390,QRP19816,N-acetyltransferase
1050,I6J27_05395,QRP19817,serine O-acetyltransferase
1051,I6J27_05400,QRP19818,cysteine synthase A
1052,I6J27_05405,QRP19819,GAF domain-containing protein
1053,I6J27_05410,QRP19820,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1054,I6J27_05430,QRP19821,ABC transporter ATP-binding protein
1055,I6J27_05435,1056,ABC transporter permease
1056,I6J27_05440,QRP19822,ATP-binding protein
1057,I6J27_05445,QRP19823,IS21 family transposase
1058,I6J27_05450,1059,ABC transporter permease
1059,I6J27_05455,QRP19824,CrcB family protein
1060,I6J27_05460,QRP19825,fluoride efflux transporter family protein
1061,I6J27_05465,QRP19826,sodium:alanine symporter family protein
1062,I6J27_05470,QRP19827,alpha-D-glucose phosphate-specific phosphoglucomutase
1063,I6J27_05475,QRP19828,DoxX family membrane protein
1064,I6J27_05480,QRP19829,thioredoxin domain-containing protein
1065,I6J27_05495,QRP19830,fructosamine kinase family protein
1066,I6J27_05500,QRP19831,ammonia-dependent NAD(+) synthetase
1067,I6J27_05505,QRP20131,sugar porter family MFS transporter
1068,I6J27_05510,QRP19832,type B 50S ribosomal protein L36
1069,I6J27_05515,QRP19833,glutaredoxin-like protein NrdH
1070,I6J27_05520,QRP19834,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
1071,I6J27_05525,QRP19835,class 1b ribonucleoside-diphosphate reductase subunit alpha
1072,I6J27_05530,QRP19836,FadR family transcriptional regulator
1073,I6J27_05535,QRP19837,class 1b ribonucleoside-diphosphate reductase subunit beta
1074,I6J27_05540,QRP19838,cytochrome c oxidase subunit I
1075,I6J27_05545,QRP20132,phosphoserine phosphatase SerB
1076,I6J27_05550,QRP20133,ACR protein
1077,I6J27_05555,QRP19839,ATP-dependent DNA helicase
1078,I6J27_05560,QRP20134,nicotinate phosphoribosyltransferase
1079,I6J27_05565,QRP20135,CAP domain-containing protein
1080,I6J27_05570,QRP20136,ATP-dependent Clp protease adapter ClpS
1081,I6J27_05575,QRP19840,DUF2017 domain-containing protein
1082,I6J27_05580,QRP20137,P1 family peptidase
1083,I6J27_05585,QRP20138,rhomboid family intramembrane serine protease
1084,I6J27_05590,QRP19841,glutamate racemase
1085,I6J27_05595,QRP19842,MBL fold metallo-hydrolase
1086,I6J27_05600,QRP19843,ribonuclease PH
1087,I6J27_05605,QRP19844,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
1088,I6J27_05610,QRP19845,DUF3817 domain-containing protein
1089,I6J27_05615,QRP19846,hypothetical protein
1090,I6J27_05625,QRP19847,hypothetical protein
1091,I6J27_05630,QRP19848,formate acetyltransferase
1092,I6J27_05635,QRP19849,autonomous glycyl radical cofactor GrcA
1093,I6J27_05640,QRP19850,pyruvate formate lyase-activating protein
1094,I6J27_05645,QRP19851,alpha/beta fold hydrolase
1095,I6J27_05650,QRP19852,SPFH domain-containing protein
1096,I6J27_05655,QRP19853,ABC transporter family substrate-binding protein
1097,I6J27_05660,QRP19854,ABC transporter ATP-binding protein
1098,I6J27_05665,QRP19855,ABC transporter permease
1099,I6J27_05670,QRP19856,ABC transporter permease
1100,I6J27_05675,QRP19857,HNH endonuclease
1101,I6J27_05680,QRP20139,DUF1729 domain-containing protein
1102,I6J27_05685,QRP19858,substrate-binding domain-containing protein
1103,I6J27_05690,QRP19859,ABC transporter permease
1104,I6J27_05695,QRP19860,sugar ABC transporter ATP-binding protein
1105,I6J27_05700,QRP19861,holo-ACP synthase
1106,I6J27_05705,QRP19862,TetR family transcriptional regulator
1107,I6J27_05710,QRP19863,thioredoxin-dependent thiol peroxidase
1108,I6J27_05715,QRP19864,DUF3618 domain-containing protein
1109,I6J27_05720,QRP19865,isochorismatase family protein
1110,I6J27_05725,QRP19866,glutaminase
1111,I6J27_05735,QRP19867,"L,D-transpeptidase family protein"
1112,I6J27_05740,QRP19868,LLM class flavin-dependent oxidoreductase
1113,I6J27_05745,QRP19869,phytoene desaturase
1114,I6J27_05750,QRP19870,phytoene/squalene synthase family protein
1115,I6J27_05760,QRP19871,oligoribonuclease
1116,I6J27_05765,QRP19872,alanine:cation symporter family protein
1117,I6J27_05770,QRP19873,SDR family oxidoreductase
1118,I6J27_05775,QRP19874,PspC domain-containing protein
1119,I6J27_05780,QRP19875,hypothetical protein
1120,I6J27_05790,QRP19876,LysR family transcriptional regulator
1121,I6J27_05795,QRP19877,bifunctional copper resistance protein CopD/cytochrome c oxidase assembly protein
1122,I6J27_05800,QRP19878,single-stranded DNA-binding protein
1123,I6J27_05805,QRP19879,energy-dependent translational throttle protein EttA
1124,I6J27_05810,1125,acyl-CoA thioesterase
1125,I6J27_05815,QRP19880,hypothetical protein
1126,I6J27_05820,QRP19881,chromate efflux transporter
1127,I6J27_05825,QRP19882,globin
1128,I6J27_05830,QRP19883,mechanosensitive ion channel family protein
1129,I6J27_05835,QRP19884,cystathionine gamma-synthase
1130,I6J27_05840,1131,transposase
1131,I6J27_05845,QRP19885,ATP-binding protein
1132,I6J27_05850,QRP19886,IS21 family transposase
1133,I6J27_05855,1134,transposase
1134,I6J27_05860,QRP19887,hypothetical protein
1135,I6J27_05865,QRP19888,hypothetical protein
1136,I6J27_05870,QRP19889,transposase
1137,I6J27_05875,QRP19890,hypothetical protein
1138,I6J27_05880,QRP20281,hypothetical protein
1139,I6J27_05885,QRP19891,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
1140,I6J27_05890,QRP19892,cysteine--tRNA ligase
1141,I6J27_05895,QRP20140,FAD/NAD(P)-binding protein
1142,I6J27_05900,QRP19893,TIGR04028 family ABC transporter substrate-binding protein
1143,I6J27_05905,QRP19894,ABC transporter permease
1144,I6J27_05910,QRP20141,ABC transporter permease
1145,I6J27_05915,QRP19895,ABC transporter ATP-binding protein
1146,I6J27_05920,QRP19896,alkylhydroperoxidase domain protein
1147,I6J27_05925,QRP19897,SDR family oxidoreductase
1148,I6J27_05930,QRP19898,GntR family transcriptional regulator
1149,I6J27_05935,QRP19899,aminopeptidase N
1150,I6J27_05940,QRP19900,DsbA family protein
1151,I6J27_05945,QRP19901,site-specific integrase
1152,I6J27_05950,1153,IS3 family transposase
1153,I6J27_05955,QRP19902,phage portal protein
1154,I6J27_05960,QRP19903,hypothetical protein
1155,I6J27_05965,QRP19904,hypothetical protein
1156,I6J27_05970,QRP19905,hypothetical protein
1157,I6J27_05975,QRP20142,DUF2190 family protein
1158,I6J27_05980,QRP19906,hypothetical protein
1159,I6J27_05985,QRP19907,hypothetical protein
1160,I6J27_05990,QRP19908,hypothetical protein
1161,I6J27_05995,QRP19909,hypothetical protein
1162,I6J27_06000,QRP19910,hypothetical protein
1163,I6J27_06005,QRP19911,hypothetical protein
1164,I6J27_06010,QRP19912,ribose-5-phosphate isomerase
1165,I6J27_06015,QRP19913,aldo/keto reductase
1166,I6J27_06020,QRP19914,DUF1542 domain-containing protein
1167,I6J27_06035,QRP19915,trigger factor
1168,I6J27_06040,1169,transposase
1169,I6J27_06045,1170,DDE-type integrase/transposase/recombinase
1170,I6J27_06050,QRP19916,ATP-binding protein
1171,I6J27_06055,1172,IS3 family transposase
1172,I6J27_06060,QRP19917,ATP-binding protein
1173,I6J27_06065,QRP19918,transposase
1174,I6J27_06070,QRP19919,transposase
1175,I6J27_06075,QRP19920,ABC transporter ATP-binding protein
1176,I6J27_06080,QRP19921,ABC transporter ATP-binding protein
1177,I6J27_06085,QRP19922,ABC transporter ATP-binding protein
1178,I6J27_06090,QRP19923,energy-coupling factor transporter transmembrane protein EcfT
1179,I6J27_06095,QRP19924,MptD family putative ECF transporter S component
1180,I6J27_06100,1181,IS481 family transposase
1181,I6J27_06105,1182,IS3 family transposase
1182,I6J27_06110,1183,helix-turn-helix domain-containing protein
1183,I6J27_06115,QRP19925,DDE-type integrase/transposase/recombinase
1184,I6J27_06120,1185,transposase
1185,I6J27_06125,QRP19926,IS256 family transposase
1186,I6J27_06130,QRP19927,transposase
1187,I6J27_06135,QRP19928,NAD(P)H-dependent oxidoreductase
1188,I6J27_06140,QRP20282,hypothetical protein
1189,I6J27_06145,QRP19929,class 1b ribonucleoside-diphosphate reductase subunit beta
1190,I6J27_06150,QRP19930,class 1b ribonucleoside-diphosphate reductase subunit alpha
1191,I6J27_06155,QRP19931,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
1192,I6J27_06160,QRP19932,metal-dependent transcriptional regulator
1193,I6J27_06165,QRP19933,ATP-dependent Clp protease proteolytic subunit
1194,I6J27_06170,QRP19934,ATP-dependent Clp protease proteolytic subunit
1195,I6J27_06175,QRP19935,peptide MFS transporter
1196,I6J27_06180,QRP19936,3-oxoacyl-ACP reductase FabG
1197,I6J27_06185,QRP19937,MFS transporter
1198,I6J27_06190,QRP19938,ATP-dependent Clp protease ATP-binding subunit ClpX
1199,I6J27_06195,QRP19939,TetR family transcriptional regulator
1200,I6J27_06200,QRP19940,malate dehydrogenase
1201,I6J27_06205,QRP19941,pantoate--beta-alanine ligase
1202,I6J27_06210,QRP19942,3-methyl-2-oxobutanoate hydroxymethyltransferase
1203,I6J27_06215,QRP20143,valine--tRNA ligase
1204,I6J27_06220,QRP20144,bifunctional folylpolyglutamate synthase/dihydrofolate synthase
1205,I6J27_06225,QRP19943,DUF4233 domain-containing protein
1206,I6J27_06230,QRP19944,HtaA domain-containing protein
1207,I6J27_06235,QRP19945,helix-turn-helix transcriptional regulator
1208,I6J27_06240,QRP20145,ACR3 family arsenite efflux transporter
1209,I6J27_06245,QRP19946,hypothetical protein
1210,I6J27_06250,QRP19947,nucleoside-diphosphate kinase
1211,I6J27_06255,QRP19948,hypothetical protein
1212,I6J27_06260,QRP19949,hypothetical protein
1213,I6J27_06265,1214,translation initiation factor IF-2 N-terminal domain-containing protein
1214,I6J27_06270,QRP19950,50S ribosomal protein L21
1215,I6J27_06275,QRP19951,50S ribosomal protein L27
1216,I6J27_06280,1217,IS30 family transposase
1217,I6J27_06285,QRP19952,hypothetical protein
1218,I6J27_06290,1219,class C sortase
1219,I6J27_06295,QRP19953,GTPase ObgE
1220,I6J27_06300,QRP20146,glutamate 5-kinase
1221,I6J27_06305,QRP19954,hypothetical protein
1222,I6J27_06310,QRP19955,DUF1707 domain-containing protein
1223,I6J27_06315,QRP19956,hypothetical protein
1224,I6J27_06320,1225,recombinase family protein
1225,I6J27_06325,QRP19957,IS21 family transposase
1226,I6J27_06330,QRP19958,ATP-binding protein
1227,I6J27_06335,QRP20147,ABC transporter substrate-binding protein
1228,I6J27_06340,QRP19959,iron ABC transporter permease
1229,I6J27_06345,QRP19960,ABC transporter ATP-binding protein
1230,I6J27_06350,QRP19961,glutamate-5-semialdehyde dehydrogenase
1231,I6J27_06355,QRP19962,nicotinate-nucleotide adenylyltransferase
1232,I6J27_06360,QRP19963,ribosome silencing factor
1233,I6J27_06365,QRP19964,histidine phosphatase family protein
1234,I6J27_06370,QRP19965,DegV family protein
1235,I6J27_06375,QRP19966,ComEA family DNA-binding protein
1236,I6J27_06380,QRP19967,ComEC/Rec2 family competence protein
1237,I6J27_06385,QRP19968,DNA polymerase III subunit delta
1238,I6J27_06390,QRP19969,ankyrin repeat domain-containing protein
1239,I6J27_06395,QRP19970,LysE family translocator
1240,I6J27_06400,QRP19971,alpha-keto acid decarboxylase family protein
1241,I6J27_06405,QRP19972,hypothetical protein
1242,I6J27_06410,QRP19973,DNA adenine methylase
1243,I6J27_06415,QRP19974,30S ribosomal protein S20
1244,I6J27_06420,QRP19975,type II toxin-antitoxin system PemK/MazF family toxin
1245,I6J27_06425,QRP19976,elongation factor 4
1246,I6J27_06430,QRP19977,HNH endonuclease
1247,I6J27_06435,QRP19978,hypothetical protein
1248,I6J27_06440,QRP19979,amidohydrolase
1249,I6J27_06445,1250,helix-turn-helix transcriptional regulator
1250,I6J27_06450,QRP20148,BCCT family transporter
1251,I6J27_06455,1252,FUSC family protein
1252,I6J27_06460,QRP19980,IS3 family transposase
1253,I6J27_06465,1254,FUSC family protein
1254,I6J27_06470,QRP19981,ABC transporter ATP-binding protein
1255,I6J27_06475,QRP19982,ABC transporter permease
1256,I6J27_06480,QRP19983,ABC transporter permease
1257,I6J27_06485,QRP20149,ABC transporter substrate-binding protein
1258,I6J27_06490,QRP19984,GntR family transcriptional regulator
1259,I6J27_06495,QRP19985,LLM class flavin-dependent oxidoreductase
1260,I6J27_06500,QRP19986,branched-chain amino acid transport system II carrier protein
1261,I6J27_06505,QRP19987,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
1262,I6J27_06510,QRP19988,ABC transporter ATP-binding protein
1263,I6J27_06515,QRP20150,hypothetical protein
1264,I6J27_06520,QRP19989,isopentenyl-diphosphate Delta-isomerase
1265,I6J27_06525,QRP19990,CRISPR-associated helicase Cas3'
1266,I6J27_06530,QRP20151,type I-E CRISPR-associated protein Cse1/CasA
1267,I6J27_06535,QRP19991,type I-E CRISPR-associated protein Cse2/CasB
1268,I6J27_06540,QRP19992,type I-E CRISPR-associated protein Cas7/Cse4/CasC
1269,I6J27_06545,QRP19993,type I-E CRISPR-associated protein Cas5/CasD
1270,I6J27_06550,QRP19994,type I-E CRISPR-associated protein Cas6/Cse3/CasE
1271,I6J27_06555,QRP19995,type I-E CRISPR-associated endonuclease Cas1
1272,I6J27_06560,QRP19996,type I-E CRISPR-associated endoribonuclease Cas2
1273,I6J27_06565,QRP19997,carboxylesterase/lipase family protein
1274,I6J27_06570,QRP19998,hypothetical protein
1275,I6J27_06575,QRP19999,hypothetical protein
1276,I6J27_06580,QRP20000,4-alpha-glucanotransferase
1277,I6J27_06585,QRP20001,long-chain fatty acid--CoA ligase
1278,I6J27_06590,QRP20002,hypothetical protein
1279,I6J27_06595,QRP20003,DUF559 domain-containing protein
1280,I6J27_06600,QRP20004,HlyC/CorC family transporter
1281,I6J27_06605,QRP20005,HlyC/CorC family transporter
1282,I6J27_06610,QRP20006,coproporphyrinogen III oxidase
1283,I6J27_06615,QRP20007,heat-inducible transcriptional repressor HrcA
1284,I6J27_06620,QRP20008,molecular chaperone DnaJ
1285,I6J27_06625,QRP20009,16S rRNA (uracil(1498)-N(3))-methyltransferase
1286,I6J27_06630,QRP20010,PhoH family protein
1287,I6J27_06635,QRP20011,rRNA maturation RNase YbeY
1288,I6J27_06640,QRP20012,hypothetical protein
1289,I6J27_06645,QRP20013,MerR family transcriptional regulator
1290,I6J27_06650,QRP20014,pyridoxal kinase PdxY
1291,I6J27_06655,QRP20015,DUF559 domain-containing protein
1292,I6J27_06660,QRP20016,GTPase Era
1293,I6J27_06665,QRP20017,DNA repair protein RecO
1294,I6J27_06670,QRP20018,isoprenyl transferase
1295,I6J27_06675,QRP20019,transcriptional repressor
1296,I6J27_06680,QRP20020,winged helix-turn-helix transcriptional regulator
1297,I6J27_06685,QRP20021,glycine--tRNA ligase
1298,I6J27_06690,QRP20022,hypothetical protein
1299,I6J27_06695,QRP20023,hypothetical protein
1300,I6J27_06700,QRP20024,TPM domain-containing protein
1301,I6J27_06705,QRP20152,YdcF family protein
1302,I6J27_06710,QRP20025,ISL3 family transposase
1303,I6J27_06715,QRP20026,deoxyguanosinetriphosphate triphosphohydrolase
1304,I6J27_06720,QRP20027,ATP-binding protein
1305,I6J27_06725,QRP20028,IS21 family transposase
1306,I6J27_06730,QRP20029,IS3 family transposase
1307,I6J27_06735,QRP20030,hypothetical protein
1308,I6J27_06740,QRP20031,hypothetical protein
1309,I6J27_06745,QRP20283,hypothetical protein
1310,I6J27_06750,QRP20032,ribonuclease
1311,I6J27_06755,QRP20033,DNA primase
1312,I6J27_06760,QRP20034,hypothetical protein
1313,I6J27_06765,1314,transposase
1314,I6J27_06780,QRP20153,hypothetical protein
1315,I6J27_06785,QRP20035,hypothetical protein
1316,I6J27_06790,1317,AAA family ATPase
1317,I6J27_06795,QRP20036,DUF4194 domain-containing protein
1318,I6J27_06800,QRP20037,DUF3375 domain-containing protein
1319,I6J27_06805,1320,ATP-binding protein
1320,I6J27_06810,QRP20038,hypothetical protein
1321,I6J27_06820,QRP20039,SocA family protein
1322,I6J27_06825,QRP20040,hypothetical protein
1323,I6J27_06830,1324,TRIC cation channel family protein
1324,I6J27_06835,QRP20284,hypothetical protein
1325,I6J27_06840,QRP20041,hypothetical protein
1326,I6J27_06845,QRP20042,sugar-binding transcriptional regulator
1327,I6J27_06850,QRP20043,purine-nucleoside phosphorylase
1328,I6J27_06855,QRP20044,MFS transporter
1329,I6J27_06860,QRP20045,deoxyribose-phosphate aldolase
1330,I6J27_06865,QRP20046,phospho-sugar mutase
1331,I6J27_06870,QRP20047,trimeric intracellular cation channel family protein
1332,I6J27_06875,QRP20048,mechanosensitive ion channel
1333,I6J27_06880,QRP20049,beta-lactamase family protein
1334,I6J27_06885,QRP20050,hypothetical protein
1335,I6J27_06890,QRP20051,hypothetical protein
1336,I6J27_06895,QRP20154,HAD-IIA family hydrolase
1337,I6J27_06900,QRP20052,acyl carrier protein
1338,I6J27_06905,QRP20053,alpha/beta hydrolase
1339,I6J27_06910,QRP20054,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type"
1340,I6J27_06915,QRP20055,DUF3052 domain-containing protein
1341,I6J27_06925,QRP20056,HAD hydrolase-like protein
1342,I6J27_06930,QRP20057,SURF1 family protein
1343,I6J27_06935,QRP20058,low molecular weight phosphotyrosine protein phosphatase
1344,I6J27_06940,QRP20059,Nif3-like dinuclear metal center hexameric protein
1345,I6J27_06945,QRP20060,hypothetical protein
1346,I6J27_06950,QRP20061,bifunctional RNase H/acid phosphatase
1347,I6J27_06960,QRP20062,RNB domain-containing ribonuclease
1348,I6J27_06965,QRP20063,galactokinase
1349,I6J27_06970,QRP20064,SPOR domain-containing protein
1350,I6J27_06975,QRP20065,CYTH and CHAD domain-containing protein
1351,I6J27_06980,QRP20066,DUF2786 domain-containing protein
1352,I6J27_06985,QRP20067,glutamine synthetase
1353,I6J27_06990,QRP20068,bifunctional [glutamine synthetase
1354,I6J27_06995,QRP20069,hypothetical protein
1355,I6J27_07000,QRP20070,hypothetical protein
1356,I6J27_07005,QRP20071,hypothetical protein
1357,I6J27_07010,QRP20072,AAA family ATPase
1358,I6J27_07015,QRP20073,MFS transporter
1359,I6J27_07020,QRP17731,threonine synthase
1360,I6J27_07025,QRP17732,hypothetical protein
1361,I6J27_07030,QRP17733,trypsin-like serine protease
1362,I6J27_07035,QRP17734,NUDIX domain-containing protein
1363,I6J27_07040,QRP17735,CTP synthase
1364,I6J27_07045,QRP17736,hypothetical protein
1365,I6J27_07050,QRP17737,DEAD/DEAH box helicase family protein
1366,I6J27_07055,QRP17738,site-specific DNA-methyltransferase
1367,I6J27_07060,QRP17739,helix-turn-helix transcriptional regulator
1368,I6J27_07065,QRP17740,VOC family protein
1369,I6J27_07070,QRP17741,hypothetical protein
1370,I6J27_07075,QRP17742,hypothetical protein
1371,I6J27_07080,QRP17743,hypothetical protein
1372,I6J27_07085,QRP17744,IS3 family transposase
1373,I6J27_07090,1374,IS256 family transposase
1374,I6J27_07095,QRP17745,IS3 family transposase
1375,I6J27_07100,1376,transposase
1376,I6J27_07105,QRP17746,IS3 family transposase
1377,I6J27_07110,QRP17747,type I glutamate--ammonia ligase
1378,I6J27_07115,QRP17748,RDD family protein
1379,I6J27_07120,QRP17749,DUF4191 domain-containing protein
1380,I6J27_07125,QRP20155,lipoyl synthase
1381,I6J27_07130,QRP17750,lipoyl(octanoyl) transferase LipB
1382,I6J27_07135,QRP17751,glycine cleavage system protein GcvH
1383,I6J27_07140,QRP17752,glycine cleavage system aminomethyltransferase GcvT
1384,I6J27_07145,QRP17753,aminomethyl-transferring glycine dehydrogenase
1385,I6J27_07150,QRP17754,MFS transporter
1386,I6J27_07155,QRP17755,"2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase"
1387,I6J27_07160,QRP17756,oxidoreductase
1388,I6J27_07165,QRP17757,leucyl aminopeptidase
1389,I6J27_07170,1390,branched-chain amino acid aminotransferase
1390,I6J27_07175,QRP17758,ATP-binding protein
1391,I6J27_07180,QRP17759,IS21 family transposase
1392,I6J27_07185,QRP17760,hypothetical protein
1393,I6J27_07190,QRP17761,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
1394,I6J27_07195,QRP17762,DUF3043 domain-containing protein
1395,I6J27_07200,QRP17763,iron-sulfur cluster assembly accessory protein
1396,I6J27_07205,QRP17764,asparagine synthase (glutamine-hydrolyzing)
1397,I6J27_07210,QRP17765,cytochrome c oxidase subunit II
1398,I6J27_07215,QRP17766,cytochrome c oxidase subunit 4
1399,I6J27_07220,QRP17767,heme-copper oxidase subunit III
1400,I6J27_07225,QRP17768,c-type cytochrome
1401,I6J27_07230,QRP17769,Rieske 2Fe-2S domain-containing protein
1402,I6J27_07235,QRP17770,cytochrome bc complex cytochrome b subunit
1403,I6J27_07240,QRP17771,C40 family peptidase
1404,I6J27_07245,QRP20156,C40 family peptidase
1405,I6J27_07250,QRP17772,glycosyltransferase family 4 protein
1406,I6J27_07255,QRP17773,ROK family protein
1407,I6J27_07260,QRP17774,1-acyl-sn-glycerol-3-phosphate acyltransferase
1408,I6J27_07265,QRP17775,hypothetical protein
1409,I6J27_07270,QRP17776,polyadenylate-specific 3'-exoribonuclease AS
1410,I6J27_07275,QRP17777,3-deoxy-7-phosphoheptulonate synthase class II
1411,I6J27_07280,QRP17778,serine/threonine protein kinase
1412,I6J27_07285,QRP20157,DNA-binding protein
1413,I6J27_07290,QRP20158,alpha-(1->6)-mannopyranosyltransferase A
1414,I6J27_07295,QRP17779,polyprenyl synthetase family protein
1415,I6J27_07300,QRP17780,GNAT family N-acetyltransferase
1416,I6J27_07305,QRP17781,lipase chaperone
1417,I6J27_07310,QRP17782,DUF3040 domain-containing protein
1418,I6J27_07315,QRP17783,IS30 family transposase
1419,I6J27_07320,QRP17784,division/cell wall cluster transcriptional repressor MraZ
1420,I6J27_07325,QRP17785,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
1421,I6J27_07330,QRP17786,hypothetical protein
1422,I6J27_07335,QRP20159,penicillin-binding protein 2
1423,I6J27_07340,QRP17787,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
1424,I6J27_07345,QRP17788,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1425,I6J27_07350,QRP17789,phospho-N-acetylmuramoyl-pentapeptide-transferase
1426,I6J27_07355,QRP17790,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
1427,I6J27_07360,QRP17791,cell division protein FtsW
1428,I6J27_07365,QRP17792,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
1429,I6J27_07370,QRP17793,UDP-N-acetylmuramate--L-alanine ligase
1430,I6J27_07375,QRP17794,FtsQ-type POTRA domain-containing protein
1431,I6J27_07380,QRP17795,cell division protein FtsZ
1432,I6J27_07385,QRP17796,peptidoglycan editing factor PgeF
1433,I6J27_07390,QRP17797,YggS family pyridoxal phosphate-dependent enzyme
1434,I6J27_07395,QRP17798,cell division protein SepF
1435,I6J27_07400,QRP17799,YggT family protein
1436,I6J27_07405,QRP17800,DivIVA domain-containing protein
